Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
1,0.3642397287501736,4,96.4726,1,3,4,31.284596848928707
2,0.1116054971764384,10,197.511,1,2,4,48.548244046515215
2,0.24112817545861373,6,162.1552,2,1,2,55.55761693953404
1,0.07930505028054645,7,153.2998,1,3,1,21.480209496185086
1,0.22202481843253472,6,150.505,2,3,4,51.927738252305964
1,0.23315809014486288,13,117.9466,1,2,4,40.618375152140196
1,0.3321999352799455,9,62.051,1,1,1,11.247310789695465
2,0.29201881446235617,10,119.6124,1,3,4,44.885529962338644
2,0.40563845355192846,4,112.2518,3,1,4,41.32525861988041
1,0.4003651633196874,13,94.712,1,2,4,30.530640347034975
1,0.3359456116695082,3,118.344,1,2,4,46.4455810599889
2,0.1468658094996926,12,184.8582,1,2,4,68.14656997971358
1,0.2702871584074982,12,33.7216,2,1,2,35.79104916036969
1,0.3454643671929133,9,261.991,1,2,4,48.65099176789719
2,0.26895104944952347,4,49.1692,3,1,4,29.779952988545833
2,0.32886002037341056,4,95.6752,3,1,4,30.96372070665927
1,0.27541490518851736,8,36.8532,2,3,4,33.91905659065417
2,0.25031027745580087,0,163.3184,1,2,4,51.39936186374302
2,0.14925976349974565,1,102.499,1,3,4,39.344440522137305
2,0.14477980522158468,13,62.0194,2,1,3,24.883609062995664
1,0.1612247592648226,5,147.4076,1,3,4,52.9938147334196
2,0.13725407462075578,6,62.9536,2,1,2,47.606545768412985
1,0.32492668096048993,6,85.6908,1,2,4,43.92594222097006
1,0.3592855591308952,1,89.4856,2,3,4,32.47502424941358
1,0.3363415332664106,14,38.6848,1,2,4,33.99748225972035
2,0.265893424138319,13,65.7484,1,2,4,34.270558793226584
2,0.3891886701845263,10,154.1314,2,1,3,58.41995207118883
1,0.19016876715170658,8,150.1708,1,1,1,17.347668431233057
1,0.2502130751979201,5,192.2478,1,1,1,19.684907924600513
1,0.2654012057244654,14,112.88600000000001,2,1,2,54.24791240222982
2,0.28256688234823274,1,226.3036,3,1,4,64.02081536500452
1,0.34661102983026953,4,45.0744,2,3,4,21.27778183928015
1,0.17896400476073396,4,178.3344,2,1,3,56.672914165410624
1,0.3471271611383932,9,162.2868,1,3,4,51.191686825108626
2,0.1532727112045716,13,155.5288,1,2,4,37.60530813595336
2,0.35022469358970104,6,110.1544,2,3,4,39.57223268909653
2,0.2656840924857941,13,65.9484,2,1,3,32.31059269032371
1,0.27023027402569094,8,121.844,2,1,2,55.820641343503034
2,0.3994843613960376,6,145.3102,3,1,4,27.00094442792696
2,0.29802980555642417,13,125.17299999999999,1,2,4,54.3705067108998
1,0.36987936141396155,4,263.0568,1,3,4,22.96330986595791
2,0.3587237405023537,5,178.437,1,2,4,32.536471843148576
2,0.3308469933367991,6,84.1592,2,1,2,36.34483732251391
2,0.310876205265054,10,131.9942,1,2,4,55.202958254064605
1,0.11454269073144738,9,217.6192,1,3,4,41.54219060184477
1,0.0,0,144.847,1,3,1,11.964405543109947
2,0.21986224778256044,0,41.5138,2,1,3,21.136503968253596
1,0.2857594267911384,11,35.019,2,1,3,24.20545393088095
2,0.22305467939498602,10,210.3586,2,3,4,79.57234444202332
1,0.17429682154302184,8,153.4656,1,2,4,43.05330649323
1,0.2565346857639333,5,149.105,1,3,4,47.40332266835311
1,0.0,14,32.89,1,1,1,5.769748694700662
1,0.15897415198704473,8,146.6734,1,2,4,21.104980454859465
1,0.1389782752807071,4,164.6526,1,1,1,25.64781472172629
1,0.2669872056859654,9,74.4696,2,1,3,14.956898074132885
1,0.42993438918048876,9,33.1216,1,3,4,26.963931464087352
1,0.35056584402933494,6,111.1912,1,3,1,14.77776708437374
1,0.2879843815209429,0,119.5756,3,1,4,51.631997830802554
1,0.4016841744455462,14,196.6768,1,1,1,24.31522979533609
2,0.32705977435325184,6,142.6786,3,1,4,48.07970049823522
1,0.3994773898482866,14,224.77200000000002,2,3,4,83.77071087199869
1,0.3801818906786592,3,180.6002,1,3,1,29.92492272337558
1,0.19668706617365567,6,243.8144,1,3,4,68.22956543903824
1,0.41510228016718964,10,98.2042,1,3,1,14.085751666134115
1,0.19414100803282133,0,73.3354,2,3,4,21.24646794175446
2,0.24056200863810562,2,49.7008,1,3,1,7.113423929444948
2,0.16250891360168526,6,102.1332,2,1,3,24.803209469744033
1,0.2537077590457178,8,126.1704,3,1,4,29.600554048868748
1,0.4165525933180587,6,128.1652,1,3,4,49.539265234761004
1,0.3591390816939866,0,250.4724,1,3,1,15.864186080603064
1,0.21935255412235344,7,159.0946,1,2,4,64.05200699431674
1,0.27910411856509754,0,177.766,1,2,4,51.927738252305964
2,0.36184630715263627,5,86.9198,2,1,2,39.62267532613112
2,0.3137912984771885,6,188.653,1,1,1,13.775086206626803
1,0.19332058090125842,5,192.7478,3,1,4,55.677327522071316
1,0.17952862167353706,10,61.4194,2,3,4,27.25862799188543
1,0.20089130145429393,6,177.8002,1,3,4,40.148496858537555
1,0.2731539675714047,4,108.7228,1,2,4,34.867618215186425
1,0.4011685157137833,11,184.2608,1,3,1,19.170852876176376
1,0.1396508288553992,13,120.8756,2,1,3,56.12989934072571
2,0.25608094228192774,13,181.766,2,1,2,85.85106871786745
1,0.13017188252460668,6,209.2586,3,1,4,54.358259721959456
1,0.2560785582589843,5,47.7402,3,1,4,25.36065456568501
2,0.16061061608748034,3,88.4172,1,3,1,9.445485694235105
1,0.10004348554503686,9,176.737,2,3,4,70.28681241883146
1,0.2310023506373907,14,41.577,1,2,4,27.12395620111491
1,0.2542084321968884,6,196.6794,3,1,4,34.212225884908456
2,0.1346355228013766,10,101.79899999999999,1,2,4,33.6925659456207
1,0.0,6,211.8902,2,1,3,61.83060407274055
1,0.2219549030771792,13,195.0478,3,1,4,39.369815849201025
2,0.14609494173310725,13,58.3588,1,1,1,10.701289641907652
1,0.33268894030310053,1,63.2826,2,1,2,32.145320032626834
2,0.24890849523469463,5,145.1418,2,1,2,67.5381062808249
1,0.27655641558278843,13,163.1236,2,1,2,49.161509334030825
1,0.15716635136058862,9,176.8686,1,2,4,46.18682929147659
1,0.1634570585811454,13,85.2198,2,1,3,38.5063189619574
1,0.12883187105681576,5,121.5098,3,1,4,53.77950539006472
1,0.2267401596541733,1,33.0558,2,1,2,31.380219884506865
2,0.3361336772773594,0,185.424,1,1,1,27.30743488502719
2,0.3378122111469625,4,92.7436,1,3,4,36.38145681525137
1,0.0,6,110.4228,1,2,4,39.33597844213361
1,0.4183700801921667,4,55.5298,1,2,4,25.439292442990627
2,0.14408564467010584,2,128.7994,1,2,4,42.41452109832198
1,0.24780042574620406,2,166.3526,1,2,4,44.42331820114297
1,0.1633285523109784,3,57.0246,1,2,4,41.68618476186085
1,0.17140713812440833,9,114.715,2,1,2,43.17684564671208
1,0.16036072461796871,6,168.1474,3,1,4,38.93618625392066
1,0.2550028117492041,11,253.704,1,2,4,71.13423929444947
2,0.2575170343880187,15,78.296,1,2,4,46.4455810599889
2,0.15383125170133669,10,226.0404,1,2,4,73.4912892797507
1,0.3932267119614333,13,177.637,2,1,2,73.95638579595409
1,0.45309472188494976,7,172.8396,1,1,1,13.207558442043707
1,0.3902076357530693,3,105.728,1,2,4,35.753824970204235
1,0.0,8,120.64399999999999,1,2,4,43.789313764890174
1,0.36915467354484355,13,128.1678,1,2,4,31.895805366850357
1,0.41787718650340316,13,104.2964,2,3,4,44.707176157749
1,0.19646138806391447,4,57.9272,1,2,4,24.803209469744033
1,0.1726266636415128,13,39.1822,1,2,4,17.727312261028178
1,0.106369276579283,11,122.973,1,1,1,11.098333208189416
1,0.2690924822435588,6,48.2034,2,3,4,31.947948290930984
2,0.16768552412179175,6,46.7744,1,2,4,34.9629632611425
1,0.4041660809617749,13,120.2124,1,3,1,21.772680129005707
1,0.3054631123392807,9,250.9066,1,2,4,38.80772603490187
2,0.3255682017642387,2,150.5682,1,1,1,27.61052335614086
1,0.25895045665146066,5,184.2292,2,1,3,35.73519833441533
1,0.32768390714223367,13,147.6076,1,2,4,59.55990597709167
2,0.2093084518121521,0,181.395,2,1,2,77.73117135358247
1,0.34448880533335186,6,192.2162,1,1,1,19.61714556198225
1,0.3562273501571714,3,110.6886,2,1,3,34.972483469150426
2,0.11864443939772315,13,200.0084,2,1,3,46.71715316669029
2,0.297162376488007,13,123.473,1,2,4,38.44575399182594
1,0.3002561506447453,4,143.2154,1,2,4,37.658385520359204
1,0.42720226240037634,11,239.2196,3,1,4,71.14359844708447
1,0.3297122412043569,13,161.7578,1,3,4,53.7423520140308
2,0.24175695233022773,0,172.1422,2,1,2,74.28425405158215
1,0.23449948614016194,8,35.2874,1,3,4,27.22196539561389
2,0.3940663776573688,6,241.7538,2,1,2,95.56905566133841
2,0.13424366279269945,10,101.199,1,2,4,43.09967517278988
1,0.28575496496124086,11,143.3154,1,2,4,53.25699953996658
1,0.10370855798823933,7,150.8392,3,1,4,54.61486977005438
1,0.2238562954218621,13,165.9816,1,1,1,12.953053694013624
1,0.22120391949511203,9,127.3336,1,2,4,33.91905659065417
1,0.25682855954897227,5,259.2646,1,2,4,96.31160677716888
1,0.19057595598605823,4,219.3482,1,2,4,70.97963510754334
1,0.19762529190364275,9,152.3366,2,1,2,45.99904781623202
2,0.22225040382415506,6,80.3644,2,1,2,43.422869550502995
1,0.19694992003044834,6,115.6808,2,3,4,26.51574626519118
1,0.11251326588451692,13,140.718,2,1,3,51.54165305847301
1,0.32864875779470093,9,33.3558,1,2,4,26.7034042773576
1,0.24886741650927305,4,154.4998,3,1,4,41.131469703865434
2,0.323142750189448,3,80.196,3,1,4,46.4455810599889
1,0.23233743994457715,12,196.8768,3,1,4,50.616187134156995
2,0.29685238082252263,13,119.7756,3,1,4,45.38705982986781
1,0.35547038695227484,3,109.2886,1,2,4,36.52756767155459
1,0.18596869629053167,4,248.375,2,1,2,101.17645477086059
2,0.17682617453307076,3,51.464,1,3,4,26.3141026827821
2,0.15589824886765086,5,114.0176,2,1,3,38.58404851748971
1,0.20036061738774913,13,228.9694,1,2,4,81.38005038091337
2,0.2526884940000237,1,260.4594,1,2,4,56.03492482372043
1,0.28150134102700114,10,65.8826,2,1,2,40.181650040783545
1,0.4016903309764874,6,38.319,3,1,4,24.20545393088095
2,0.16578090963678538,3,169.37900000000002,2,1,2,74.85123245478326
1,0.16952303088371207,9,117.1808,1,2,4,26.51574626519118
1,0.27043625496593465,3,77.2986,2,1,3,31.822661736567543
2,0.28477467057306904,5,261.2936,1,2,4,55.96358816230425
1,0.2518546962039819,10,65.4826,1,1,1,16.072660016313417
1,0.1937781437623965,6,176.1054,3,1,4,63.4619901988584
1,0.12933099396509717,9,176.037,1,1,1,18.78494077712251
2,0.23359351874570494,5,152.2366,1,2,4,49.17505058462065
1,0.17159650637469284,9,257.6646,1,3,4,45.40172683940557
1,0.22120739815837986,13,144.476,1,3,1,12.102726965440475
1,0.3444588785326922,9,263.991,1,2,4,64.86798902386292
1,0.3357504355916757,8,65.8168,2,1,3,28.825655239733926
1,0.3950880522111495,8,144.3102,1,3,1,12.075189439507772
2,0.3239350675675605,3,78.796,2,1,3,34.61849216820398
2,0.35130808416545156,3,86.0198,1,1,1,9.339154137286739
2,0.25040025758772694,5,102.199,1,3,4,44.28070685976004
1,0.3733867351687791,13,147.476,1,3,4,54.1250404156893
2,0.12699279507121655,3,189.3556,2,1,2,47.46648501837902
2,0.27775088298689526,5,39.8506,1,1,1,8.712129475621905
2,0.1980279651968378,2,157.66299999999998,3,1,4,46.80258539867216
1,0.2997659787234035,3,140.2496,1,2,4,41.155743220114495
2,0.25714173718010075,5,145.67600000000002,3,1,4,60.513634827202374
2,0.16322820834647422,10,37.9532,2,3,4,29.374764679908502
1,0.27180864408623945,9,94.0462,2,1,2,43.0223662761592
1,0.2852918856189219,1,177.83700000000002,2,1,2,79.69775404614612
1,0.07381060221946438,5,102.1016,2,1,2,59.515174535575376
1,0.1694542622656627,9,151.9708,2,1,3,60.09408623150867
1,0.34936852176462607,7,172.8396,2,1,2,84.5696375775609
2,0.35430034434078667,13,262.191,1,2,4,77.77398665363633
2,0.08692051541494678,4,145.9102,1,2,4,46.76700760151327
1,0.2775725220550478,14,189.453,1,3,1,27.550172413253605
1,0.40370815696490453,7,145.2444,1,3,4,38.09782146002577
1,0.17214175553885813,13,159.692,1,2,4,30.96372070665927
1,0.11676672471213706,5,256.4304,1,2,4,42.524261310456644
2,0.25372477805685434,5,83.1566,1,2,4,33.15472515343778
1,0.384269469253023,6,106.02799999999999,2,1,2,42.5555636785603
1,0.17030401933013795,9,143.4786,1,2,4,48.07970049823522
1,0.3283817001600424,13,146.5076,2,1,3,36.472844693004134
1,0.38262208901212175,1,93.8436,1,2,4,37.658385520359204
2,0.21390556327501162,13,167.1132,1,2,4,53.618321495548514
2,0.25155248358940924,4,182.1318,3,1,4,48.4315331163489
1,0.25231923826771513,5,151.6708,2,3,4,62.54790803855873
1,0.34960158609480024,13,45.9428,2,1,3,35.69791590555393
1,0.12224816563040936,15,171.808,1,2,4,75.58150567433809
1,0.16041232496289057,6,166.4474,1,2,4,73.4187768898393
1,0.4138618622197508,7,54.0614,1,2,4,34.06595661360473
1,0.15699238198078275,9,177.4686,1,2,4,74.23494190743332
1,0.0,4,42.0138,2,1,3,23.845192387565255
1,0.2750672372348259,5,181.36599999999999,1,1,1,13.407684363826588
1,0.35604199611843546,8,35.7532,1,1,1,11.99219746335091
2,0.17482405154897881,6,114.4176,1,2,4,51.3215822047606
2,0.28021840945947857,6,257.1646,2,3,4,78.63809763721399
1,0.19822929652299126,5,246.6802,1,3,4,51.985403720659896
1,0.29876523726832743,2,193.4478,1,3,4,69.59665940258914
1,0.23473715087305633,8,37.0874,1,2,4,30.86680741508587
1,0.11457551221792553,9,142.0154,1,2,4,44.55800264823368
1,0.2055082528756449,4,173.3764,1,2,4,45.40172683940557
1,0.28546819787850275,11,35.519,1,2,4,32.02080573627091
2,0.0,0,96.2068,1,3,4,54.894542533843925
2,0.37498138620470217,0,49.8008,1,3,4,28.45369571777979
1,0.27009683078481317,3,76.0986,2,3,4,24.963749718341592
1,0.262844975223039,1,218.7166,1,2,4,32.99368121322627
2,0.27425416861006874,6,108.4254,1,3,1,14.732644026107467
1,0.21827743126580906,9,172.6422,1,2,4,54.143488989905336
1,0.3496324455767799,15,207.5638,2,1,2,67.49373007917106
1,0.27744390063578617,6,46.2086,2,3,4,22.15162747971354
1,0.2662528910641159,14,111.686,2,3,4,39.80708479655349
1,0.3640881404275619,4,97.2726,3,1,4,27.981794081152124
2,0.21158221097247285,14,173.7054,2,1,2,76.01630219893624
1,0.08923156952558887,4,174.0422,2,1,2,71.92541970680463
1,0.242486504779132,9,220.7456,1,2,4,66.48993908855685
1,0.43179301986021035,9,255.5698,1,2,4,39.01305935196572
2,0.31401678776778796,2,232.73,1,3,1,30.530640347034975
1,0.35386820286654747,9,113.3544,2,1,3,31.728372161206128
2,0.2502180469110891,5,148.6418,1,2,4,42.020252260070976
2,0.09965196435595236,13,157.463,3,1,4,50.03406839344568
1,0.31532282981097326,9,187.8898,2,1,2,85.41956567438164
1,0.3221698294378293,13,110.1544,1,2,4,51.812214776054496
1,0.0,6,111.9518,2,3,4,46.510044076521794
1,0.33379572795348955,13,154.3998,1,2,4,58.16868229554457
1,0.3256553469544144,1,124.4046,1,2,4,47.3400760455663
2,0.20040813356747775,13,181.166,2,1,2,58.442741208810524
1,0.16408956395822374,5,264.39099999999996,1,2,4,72.52461651053386
1,0.3161685057054228,13,193.8452,1,3,4,44.24310115712957
1,0.14357650225576607,6,126.4046,2,1,2,73.16896746572279
1,0.2251496968685501,9,125.6678,2,1,2,69.51529615847149
1,0.09267757549698849,0,81.0618,1,2,4,38.080341385024376
1,0.1538614376638929,14,189.0846,2,1,3,73.14621521309219
1,0.2754659234823792,9,155.2656,1,2,4,54.17422265247559
1,0.2476499969715324,9,178.7318,1,1,1,18.996410187190634
1,0.1756975014051139,13,49.8008,1,2,4,26.615995190862204
2,0.1579379498410689,6,95.441,1,2,4,47.121576798744755
1,0.24011274851619188,4,83.1566,1,2,4,40.08210822798621
1,0.37909564492354697,8,96.641,1,2,4,29.476583926907132
1,0.18114267581108542,5,147.1392,1,2,4,47.29786464524587
2,0.21275997273923494,0,36.9874,1,3,4,26.56591801538204
1,0.3158282571271925,6,75.2328,2,1,2,39.30211190254285
1,0.0,6,242.9854,2,1,2,82.26293940773087
1,0.2995697998797609,5,213.7192,3,1,4,32.84198532366763
1,0.10654472300400429,9,236.5248,1,2,4,63.47772522704323
1,0.28477467057306904,9,170.37900000000002,1,2,4,31.916672758920217
1,0.1607084285281889,3,263.2226,1,3,4,60.83186993673629
1,0.0,11,103.1016,1,2,4,44.98924315878186
1,0.38592567160011526,9,191.9504,1,1,1,27.69479373456318
1,0.0,8,211.0244,1,1,1,38.49767265692824
2,0.17185997788897797,0,67.5142,3,1,4,24.356268187060184
2,0.10556324644496302,13,88.25399999999999,2,3,4,33.54403076554754
1,0.11851511296033093,9,222.7746,2,3,4,39.6310761902828
2,0.12136853793302446,3,90.9172,1,2,4,46.27324064726826
2,0.1628499524101865,0,144.8128,1,2,4,46.4455810599889
2,0.28937268530391735,5,178.7318,2,3,4,58.550868482030225
1,0.244043364998928,8,263.7226,2,1,2,82.89986489735674
2,0.16981704566974423,3,117.8492,2,1,3,38.80772603490187
1,0.33714926812911816,3,89.0198,1,3,1,13.207558442043707
1,0.11342795510807731,5,59.3536,1,3,1,11.068297068655141
2,0.42689173686076426,3,107.1622,1,3,1,14.550752557857617
1,0.41960579476456233,0,156.7604,3,1,4,43.606476583186584
2,0.2314607418116515,6,223.7088,1,2,4,51.812214776054496
2,0.2099137560999755,3,147.2418,1,3,1,17.15469615003425
2,0.32492117351751637,5,143.9812,2,1,3,33.76165872702347
1,0.1750941146926418,13,50.5008,2,1,2,31.812198918025143
2,0.41478053474096394,6,139.9838,1,2,4,44.34831676625394
1,0.2530857404122168,13,256.1646,2,1,2,86.44231255583112
2,0.18582707552991304,3,142.2496,2,1,2,48.98513243832255
1,0.16842067569036767,9,110.0912,2,3,4,40.470581908344236
1,0.31283575403076935,3,51.1324,1,2,4,36.74564463987535
2,0.11840118242652815,5,178.1344,2,1,2,61.21374355485866
1,0.0,9,114.4518,1,3,4,39.923992786293304
1,0.21104352868543494,13,85.3198,1,1,1,16.17588946549772
1,0.0,6,179.9976,3,1,4,69.925926522285
1,0.0,7,72.33800000000001,2,3,4,28.383410647770997
1,0.22398293238548334,14,95.3752,1,2,4,37.922658134682486
2,0.200384847231521,14,164.6868,1,2,4,33.860118133284764
1,0.09677270792945705,0,74.238,2,1,2,34.231681232448985
2,0.1937502619353068,13,106.9254,3,1,4,55.12450634699598
1,0.164294211705708,10,127.302,1,2,4,47.71829837703771
1,0.27596420963595986,9,156.4656,1,2,4,44.81130214577568
1,0.16184179002964594,13,215.685,2,1,3,25.478520365201742
2,0.24195559303310185,6,188.35299999999998,2,1,2,66.06299266609105
1,0.29947674701051497,13,115.3518,2,1,3,42.680543576669685
1,0.21763413564971834,11,100.0016,1,2,4,26.615995190862204
1,0.3953091233452625,10,159.6578,1,2,4,55.2150178846299
1,0.1875782183517052,13,181.3318,1,3,4,37.99282037438127
1,0.4973138234555722,13,152.3998,1,3,1,12.401604734872016
2,0.09989630123282843,13,155.763,2,1,3,55.93978905930912
1,0.23422950070390366,8,58.393,2,1,3,22.568495740744442
1,0.27499138531961326,13,123.8046,1,2,4,59.04344840877775
2,0.14956346479003488,1,104.79899999999999,2,1,3,36.627680789261014
2,0.27185742770798077,4,218.4482,1,2,4,69.4194526051596
1,0.1796765872338408,3,52.2008,1,2,4,27.550172413253605
1,0.334777567946241,13,58.022,1,2,4,25.673760924336737
1,0.2960882233389231,4,94.941,1,2,4,41.68618476186085
1,0.22151270166742132,13,115.6176,1,3,4,50.19349758683887
2,0.16234329367115846,6,100.8332,1,2,4,39.21731760332417
2,0.38161721004168564,6,172.808,2,1,3,47.438423245297685
1,0.1726092552559103,13,167.2816,2,1,2,75.52863298114167
1,0.1821000192202077,9,119.6124,2,3,4,47.452456206186
1,0.1886118050388151,6,131.4284,2,1,2,73.51846298719798
2,0.21863641736911077,5,127.4362,1,3,4,47.592558241809186
1,0.2884412262489535,5,246.0776,1,3,4,31.475552417709846
1,0.24347754516587355,12,111.586,1,3,1,18.427099608999786
1,0.41402574316097784,14,173.0738,1,3,1,18.642628570027348
1,0.08572214416357071,5,62.8536,1,3,4,28.218731367657192
1,0.0,0,152.6024,1,2,4,17.42425895124381
2,0.4132744185163171,4,154.463,1,2,4,46.80258539867216
2,0.16114133858200386,10,102.2674,2,3,4,49.44509682465998
1,0.4018575730280568,6,37.619,1,3,4,19.136091554964928
2,0.1609324237063495,13,81.1302,3,1,4,28.14785959891089
2,0.19976580538220248,6,191.3188,2,3,4,41.39769558803968
1,0.26993493475280295,14,165.2526,1,3,1,28.675128596049923
2,0.28181510782780966,0,99.8042,2,3,4,38.57541963478816
1,0.1746626748907734,11,180.36599999999999,1,3,4,48.34209345901355
1,0.2710921928053259,3,157.3972,2,1,3,27.910320671751517
1,0.2661635192884254,7,177.7344,1,2,4,40.073801915965
1,0.2317077447993485,4,178.3002,2,1,3,48.252488018754015
1,0.23856048918460912,4,233.9642,1,2,4,60.973987896479265
1,0.12030177056053665,9,122.0756,1,1,1,11.00797892439843
2,0.38771054796071774,5,156.9288,1,2,4,39.6394752740245
2,0.1809704147091452,13,112.1518,2,1,2,73.15076622975319
2,0.1289280729709399,6,50.2034,2,3,4,34.15379334715252
1,0.12034181733711687,8,182.295,2,3,4,60.513634827202374
1,0.0,14,141.6154,1,2,4,61.87904168617998
2,0.15876368917356387,3,149.1418,2,3,4,34.3093923000685
1,0.19486327771029616,8,38.948,1,2,4,22.788681401081547
1,0.19885732825319766,13,163.6526,3,1,4,33.928869712974524
1,0.33408669683182535,13,152.6998,2,3,4,58.16868229554457
2,0.3748662308077376,12,172.7764,1,2,4,47.25561553931977
2,0.21230586897210355,13,101.9016,1,2,4,51.29562944345258
1,0.2077709387763361,14,82.8592,1,3,1,12.849840465935754
1,0.14334556498196938,6,51.2324,1,3,4,23.90097069158489
1,0.33718682803454825,9,253.4724,2,3,4,77.71832216408174
1,0.31151844086666847,4,57.493,1,2,4,36.85419921799957
1,0.24108341709872955,8,104.499,1,2,4,35.190737417678534
2,0.27686930129575577,13,32.3558,3,1,4,13.029927091123726
1,0.18762814021356178,9,122.87299999999999,2,3,4,53.22573625606319
1,0.29888682138896655,8,145.6102,1,2,4,51.23069002072879
2,0.0,3,153.3314,1,2,4,57.07678512320048
1,0.28452907057100507,8,95.2436,1,2,4,42.38311456228766
1,0.184164193045228,11,130.9284,3,1,4,41.39769558803968
2,0.32047542027431686,3,94.31200000000001,1,2,4,54.61486977005438
1,0.40485915822666035,9,119.2124,1,2,4,36.10590533416937
2,0.2425435692818921,6,172.2448,1,3,4,53.82900333463365
1,0.21175677793166386,14,78.367,3,1,4,30.311779888353637
2,0.17275339649338303,4,143.9786,2,1,3,29.442683301628605
1,0.24788504795570063,14,150.4024,1,2,4,53.705172935202434
1,0.1057388906694221,11,53.8614,3,1,4,14.867602362183353
1,0.19703318755986263,13,147.7418,2,1,2,40.231328588551484
1,0.2310800489008084,3,149.3734,1,2,4,17.232144381939236
1,0.209352079043892,9,121.4098,1,1,1,15.524805956919398
2,0.46275240247890664,6,102.4016,1,3,1,14.226847858889895
2,0.3302661684157189,14,42.9112,1,2,4,20.64248047110618
1,0.11157192299140496,6,188.2872,1,3,4,51.45114964701955
1,0.2530427552806047,5,154.463,2,1,3,50.03406839344568
1,0.3844612594267464,9,234.8616,3,1,4,53.03149253038236
1,0.26671510643381263,9,76.3696,1,2,4,19.309272384012818
2,0.27506524680518984,1,145.4444,1,2,4,51.11359114756075
2,0.4012823818709214,3,254.1014,1,2,4,69.60622529630521
2,0.17289619429009997,13,81.096,1,1,1,12.640886044894163
1,0.1666171929903994,14,85.8198,1,2,4,29.532998493210947
1,0.1107826565848644,6,160.2894,1,2,4,56.88398720202373
1,0.4175132417061763,13,106.7964,1,2,4,29.009846604213543
1,0.3683850607720134,7,170.6422,1,2,4,37.142127025791076
1,0.26118771984915373,6,198.9426,1,2,4,59.660429096680154
1,0.14652232594386427,9,251.675,1,2,4,65.14963545561864
2,0.40482357762363597,4,113.2518,2,1,2,58.442741208810524
1,0.286792857302967,14,118.344,1,2,4,55.820641343503034
1,0.21453782650152864,0,196.5084,2,3,4,61.39836805648827
1,0.0,7,108.9596,1,3,4,34.444964798936866
1,0.22836303334821947,13,118.3124,2,3,4,39.25125730470299
1,0.20226671500768484,14,142.3154,3,1,4,50.524025967850186
1,0.23713949902957965,0,102.0016,1,2,4,40.23960238372144
2,0.2493397962620488,13,60.9562,1,2,4,28.802548498353406
2,0.1800750926696971,5,147.7102,3,1,4,34.15379334715252
1,0.3151348869928558,6,91.4462,1,2,4,40.814600328803905
1,0.2304538131600343,13,193.6504,1,2,4,53.63073745530635
1,0.21176203861882328,9,246.1802,2,1,3,51.985403720659896
1,0.4061604916778588,14,189.4872,1,3,1,13.75089815248444
2,0.18009840921007605,14,124.87299999999999,1,2,4,54.3705067108998
1,0.26385382316729844,15,260.3252,1,3,4,90.1780527622991
1,0.28574721345972914,6,258.3988,2,1,3,39.26821615505344
1,0.16947916391108378,8,131.83100000000002,2,1,2,60.293183694344755
1,0.14489423383972186,8,255.6672,1,2,4,65.9267957662133
2,0.16297563314802616,3,93.712,2,3,4,21.58842282335604
2,0.3166418607828093,0,169.6132,1,1,1,13.004353117321907
1,0.23877312662860534,4,225.0404,3,1,4,76.49215907529346
1,0.20250816773651378,13,141.2496,2,3,4,51.786507895396845
1,0.16905032386836769,4,152.234,1,2,4,61.87366160168638
2,0.0,1,101.699,2,3,4,48.71936986456208
1,0.21234105585119425,4,39.7138,2,1,2,33.11453759302702
1,0.13695833673055466,8,96.9384,2,1,2,46.56012027475874
2,0.23769916911928826,1,85.8908,1,2,4,42.96041899237017
1,0.1567701342730815,8,186.6214,2,1,3,43.40753390829753
1,0.43363391472531293,13,146.4076,1,3,1,12.157614897668045
1,0.12612884285523276,13,161.421,1,2,4,58.52812144601943
1,0.27540086056510427,9,156.0656,2,3,4,43.05330649323
1,0.3143295849900229,6,169.7474,2,1,3,25.95745750261377
1,0.47664408209900183,7,173.9422,1,1,1,13.131724943814502
1,0.2036168067719362,6,39.2164,2,3,4,23.25144296597525
2,0.18133469331597857,13,113.5518,3,1,4,52.27277685373143
1,0.2226744237670775,13,193.8478,1,2,4,34.09526066772331
2,0.15926603529943226,0,82.7934,1,2,4,35.04855203856502
1,0.2688835435648675,6,48.2034,1,3,4,29.57805267423804
1,0.15140855986370125,6,157.892,1,2,4,43.789313764890174
2,0.20223237129599209,6,82.6276,3,1,4,27.037906723709217
2,0.357295755642297,5,198.5426,1,3,1,28.124195988507832
1,0.09362043580330098,6,123.1414,1,3,4,65.3027487935998
1,0.1077260135714675,4,166.0526,1,2,4,38.47172208258944
1,0.19537088575322578,5,64.551,1,2,4,39.76524864753143
1,0.13626492211864358,3,188.2214,1,2,4,54.90666990448428
2,0.2492171222047153,6,223.7062,2,1,2,70.46656228311411
1,0.1966509293138479,4,64.2852,1,2,4,20.930752494834007
1,0.27779460217938,8,55.593,3,1,4,16.82156354207301
1,0.20255600953810282,13,142.6496,1,2,4,42.83625567203558
1,0.11570311577481396,11,105.62799999999999,2,3,4,32.63862742212056
1,0.13392802171315754,8,93.7094,2,1,2,64.72413460217139
2,0.47269467735526705,0,52.2298,1,1,1,12.719646221495314
1,0.0,9,159.6604,1,2,4,57.685946295436636
1,0.24686561526466178,15,225.6404,2,3,4,54.08812438974012
